record,geoid,st_fips,cnty_fips,tract_fips,name,pop,emp,unemp
538,49055979100,49,055,979100,"Census Tract 9791, Wayne County, UT","2,821","1,262",108
539,49057200100,49,057,200100,"Census Tract 2001, Weber County, UT","4,485","2,314",61
540,49057200202,49,057,200202,"Census Tract 2002.02, Weber County, UT","3,913","1,609",96
541,49057200203,49,057,200203,"Census Tract 2002.03, Weber County, UT","5,201","2,430",66
542,49057200204,49,057,200204,"Census Tract 2002.04, Weber County, UT","4,628","2,314",105
543,49057200300,49,057,200300,"Census Tract 2003, Weber County, UT","6,832","3,231",304
544,49057200400,49,057,200400,"Census Tract 2004, Weber County, UT","1,972",961,16
545,49057200500,49,057,200500,"Census Tract 2005, Weber County, UT","6,772","3,465",124
546,49057200600,49,057,200600,"Census Tract 2006, Weber County, UT","4,308","2,180",103
547,49057200700,49,057,200700,"Census Tract 2007, Weber County, UT","3,230","1,677",74
548,49057200800,49,057,200800,"Census Tract 2008, Weber County, UT","5,055","2,445",103
549,49057200900,49,057,200900,"Census Tract 2009, Weber County, UT","4,649","1,840",95
550,49057201100,49,057,201100,"Census Tract 2011, Weber County, UT","1,739",793,147
551,49057201200,49,057,201200,"Census Tract 2012, Weber County, UT","2,346","1,025",117
552,49057201301,49,057,201301,"Census Tract 2013.01, Weber County, UT","3,089","1,201",116
553,49057201302,49,057,201302,"Census Tract 2013.02, Weber County, UT","4,002","1,680",104
554,49057201400,49,057,201400,"Census Tract 2014, Weber County, UT","3,196","1,728",37
555,49057201500,49,057,201500,"Census Tract 2015, Weber County, UT","4,247","2,076",63
556,49057201600,49,057,201600,"Census Tract 2016, Weber County, UT","4,251","2,566",68
557,49057201700,49,057,201700,"Census Tract 2017, Weber County, UT","3,352","1,774",98
558,49057201800,49,057,201800,"Census Tract 2018, Weber County, UT","2,223",889,55
559,49057201900,49,057,201900,"Census Tract 2019, Weber County, UT","1,476",440,34
560,49057202000,49,057,202000,"Census Tract 2020, Weber County, UT","5,950","2,936",33
561,49057210100,49,057,210100,"Census Tract 2101, Weber County, UT","7,642","3,141",123
562,49057210201,49,057,210201,"Census Tract 2102.01, Weber County, UT","4,741","2,422",31
563,49057210203,49,057,210203,"Census Tract 2102.03, Weber County, UT","2,753","1,418",30
564,49057210204,49,057,210204,"Census Tract 2102.04, Weber County, UT","4,560","2,173",68
565,49057210302,49,057,210302,"Census Tract 2103.02, Weber County, UT","8,628","4,360",218
566,49057210303,49,057,210303,"Census Tract 2103.03, Weber County, UT","7,341","3,423",97
567,49057210304,49,057,210304,"Census Tract 2103.04, Weber County, UT","3,715","1,926",38
568,49057210402,49,057,210402,"Census Tract 2104.02, Weber County, UT","7,024","3,453",57
569,49057210403,49,057,210403,"Census Tract 2104.03, Weber County, UT","8,018","4,327",61
570,49057210404,49,057,210404,"Census Tract 2104.04, Weber County, UT","2,222","1,206",42
571,49057210504,49,057,210504,"Census Tract 2105.04, Weber County, UT","9,005","4,805",159
572,49057210505,49,057,210505,"Census Tract 2105.05, Weber County, UT","7,640","4,096",94
573,49057210506,49,057,210506,"Census Tract 2105.06, Weber County, UT","11,435","6,369",142
574,49057210508,49,057,210508,"Census Tract 2105.08, Weber County, UT","2,315","1,297",11
575,49057210509,49,057,210509,"Census Tract 2105.09, Weber County, UT","4,794","2,377",78
576,49057210510,49,057,210510,"Census Tract 2105.10, Weber County, UT","3,705","1,822",58
577,49057210511,49,057,210511,"Census Tract 2105.11, Weber County, UT","4,225","2,132",148
578,49057210512,49,057,210512,"Census Tract 2105.12, Weber County, UT","4,785","2,200",54
579,49057210600,49,057,210600,"Census Tract 2106, Weber County, UT","7,066","2,963",122
580,49057210701,49,057,210701,"Census Tract 2107.01, Weber County, UT","5,485","2,565",188
581,49057210703,49,057,210703,"Census Tract 2107.03, Weber County, UT","2,629","1,322",21
582,49057210704,49,057,210704,"Census Tract 2107.04, Weber County, UT","6,367","2,829",77
583,49057210800,49,057,210800,"Census Tract 2108, Weber County, UT","3,295","1,469",57
584,49057210900,49,057,210900,"Census Tract 2109, Weber County, UT","6,813","3,638",77
585,49057211000,49,057,211000,"Census Tract 2110, Weber County, UT","3,353","1,637",79
586,49057211100,49,057,211100,"Census Tract 2111, Weber County, UT","6,381","2,906",148
587,49057211201,49,057,211201,"Census Tract 2112.01, Weber County, UT","4,670","2,277",77
588,49057211202,49,057,211202,"Census Tract 2112.02, Weber County, UT","7,159","3,734",60
